title,label
Gastrointestinal,Flatulence 
Chest,Flat waist sign 
CNS,Flavivirus encephalitis 
Misc,Fleck sign (ankle) 
"Trauma,Musculoskeletal",Fleck sign (disambiguation) 
Musculoskeletal,Fleck sign (foot) 
"Chest,Gastrointestinal",Fleischner sign (disambiguation) 
Chest,Fleischner sign (enlarged pulmonary artery) 
Gastrointestinal,Fleischner sign (tuberculosis of ileocecal junction) 
Chest,Fleischner Society 
Chest,Fleischner Society pulmonary nodule recommendations 
"Musculoskeletal,Trauma",Flexion supracondylar fracture 
"Trauma,Musculoskeletal,Spine",Flexion teardrop fracture 
CNS,Flexner-Wintersteiner rosette 
Musculoskeletal,Flexor carpi radialis brevis vel profundus 
Musculoskeletal,Flexor carpi radialis muscle 
Musculoskeletal,Flexor carpi ulnaris muscle 
Musculoskeletal,Flexor digiti minimi brevis (foot) 
Musculoskeletal,Flexor digiti minimi brevis muscle (hand) 
Musculoskeletal,Flexor digitorum brevis muscle 
Musculoskeletal,Flexor digitorum longus muscle 
Musculoskeletal,Flexor digitorum profundus muscle 
Musculoskeletal,Flexor digitorum superficialis muscle 
Musculoskeletal,Flexor hallucis brevis muscle 
Musculoskeletal,Flexor hallucis longus 
Musculoskeletal,Flexor pollicis brevis muscle 
Musculoskeletal,Flexor pollicis longus muscle 
Musculoskeletal,Flexor-pronator mass injury 
Musculoskeletal,Flexor retinaculum 
Musculoskeletal,Flexor retinaculum at the ankle 
Misc,Flip angle 
Musculoskeletal,Flip-flop effect 
Urogenital,Flip-flop renal enhancement 
"Gastrointestinal,Vascular",Floating aorta sign 
Gynaecology,Floating balls sign 
Obstetrics,Floating head appearance 
Musculoskeletal,Floating meniscus 
HN,Floating teeth 
Vascular,Floating viscera sign 
Gastrointestinal,Flocculation 
HN,Floor of mouth 
Misc,Florence Stoney 
HN,Florid cemento-osseous dysplasia 
Musculoskeletal,Florid reactive periostitis 
"CNS,Interventional",Flow-diverter stent 
Musculoskeletal,Flowing ossifications 
Misc,Flow void 
Misc,Fluid attenuated inversion recovery 
Chest,Fluid bronchogram sign 
Misc,Fluid collection 
Chest,Fluid color sign 
Musculoskeletal,Fluid-fluid level containing bone lesions 
Musculoskeletal,Fluid-fluid level containing bone lesions (mnemonic) 
"Musculoskeletal,Oncology",Fluid-fluid levels in bone tumors 
"Musculoskeletal,Spine",Fluid sign (vertebral collapse) 
"Oncology,Urogenital",Fluorine-18-labeled sodium fluoride 
Misc,Fluorography 
Chest,Fluoroscopic evaluation of esophagectomy 
"Gastrointestinal,Interventional",Fluoroscopic nasojejunal tube insertion 
"Chest,Gastrointestinal",Fluoroscopy 
"Interventional,Spine",Fluoroscopy guided lumbar puncture 
Misc,Fluoroscopy vs fluorography 
"Musculoskeletal,Spine",Fluorosis 
Breast,Flying focus tomosynthesis 
Gastrointestinal,Foamy esophagus sign 
Gynaecology,Focal adenomyosis 
CNS,Focal areas of signal intensity (brain) 
CNS,Focal brainstem glioma 
"HN,CNS",Focal calvarial thinning 
"Paediatrics,CNS",Focal cerebral arteriopathy of childhood 
CNS,Focal cortical dysplasia 
Musculoskeletal,Focal dermal hypoplasia syndrome 
"Musculoskeletal,Spine",Focal fatty deposits in spinal bone marrow 
Hepatobiliary,Focal fatty sparing of the liver 
Breast,Focal fibrosis of the breast 
Hepatobiliary,Focal gallbladder wall thickening (differential) 
"Hepatobiliary,Oncology",Focal gas collection in right upper quadrant (differential) 
Hepatobiliary,Focal hepatic hot spot sign 
Hepatobiliary,Focal hepatic steatosis 
Hepatobiliary,Focal hypodense hepatic lesions on non-enhanced CT (differential) 
Chest,Focal interstitial pulmonary fibrosis 
"Oncology,Chest",Focal lymphoid hyperplasia of the lung 
Hepatobiliary,Focal nodular hyperplasia 
"Musculoskeletal,Paediatrics",Focal periphyseal edema zone 
Chest,Focal pulmonary opacity (mnemonic) 
"Musculoskeletal,Oncology",Focal sclerotic bony lesions (mnemonic) 
Misc,Focal spot 
Cardiac,Focus‐assessed transthoracic echocardiography 
Breast,Focus (breast MRI) 
Misc,Focusing cup 
"Hepatobiliary,Gastrointestinal,Vascular,Trauma",Focused Assessment with Sonography for Trauma (FAST) scan 
CNS,Fogging phenomenon (cerebral infarct) 
"Vascular,CNS,Spine",Foix-Alajouanine syndrome 
"Obstetrics,Haematology,CNS",Folate deficiency 
Urogenital,Foley catheter 
Chest,Follicular bronchiolitis 
"Haematology,Oncology",Follicular lymphoma 
Gynaecology,Follicular monitoring 
Gynaecology,Follicular ring sign 
HN,Follicular thyroid adenoma 
"Oncology,HN",Follicular thyroid cancer 
Misc,Fomites 
"Paediatrics,CNS",Fontanelle 
"Cardiac,Vascular",Fontan procedure 
Misc,Food inspired signs 
Musculoskeletal,Foot 
Gastrointestinal,Football sign (pneumoperitoneum) 
Musculoskeletal,Foot (dorsoplantar view) 
Musculoskeletal,Foot injection (disambiguation) 
Musculoskeletal,Foot (lateral view) 
Musculoskeletal,Foot (medial oblique view) 
Musculoskeletal,Footprint of the rotator cuff 
Musculoskeletal,Foot protocol (CT) 
Musculoskeletal,Foot radiograph (an approach) 
Musculoskeletal,Foot radiograph (checklist) 
Musculoskeletal,Foot series 
"Trauma,Musculoskeletal",Foot (weightbearing dorsoplantar view) 
"Musculoskeletal,Paediatrics",Foot (weightbearing lateral view) 
Musculoskeletal,Foot x-ray (summary) 
"CNS,HN",Foramen cecum 
"CNS,HN",Foramen cecum (disambiguation) 
HN,Foramen lacerum 
CNS,Foramen magnum 
Breast,Foramen of Langer 
CNS,Foramen of Magendie 
"Chest,Gastrointestinal",Foramen of Morgagni 
Musculoskeletal,Foramen of Rouviere 
Musculoskeletal,Foramen of Weitbrecht 
"Obstetrics,Paediatrics,Cardiac",Foramen ovale (cardiac) 
HN,Foramen ovale contents (mnemonic) 
Misc,Foramen ovale (disambiguation) 
"CNS,HN",Foramen ovale (skull) 
"CNS,HN",Foramen rotundum 
"CNS,HN",Foramen singulare 
CNS,Foramen spinosum 
HN,Foramen tympanicum 
HN,Foramen Vesalii 
"Musculoskeletal,Spine",Foraminal disc protrusion 
Breast,Forbidden areas in mammography 
CNS,Forceps major 
CNS,Forceps minor 
Musculoskeletal,Forearm 
Musculoskeletal,Forearm (AP view) 
"Paediatrics,Musculoskeletal,Trauma",Forearm fracture 
"Musculoskeletal,Trauma",Forearm fracture (summary) 
"Trauma,Musculoskeletal",Forearm (horizontal beam lateral view) 
Musculoskeletal,Forearm (lateral view) 
"Musculoskeletal,Trauma",Forearm (PA view) 
Musculoskeletal,Forearm series 
"Musculoskeletal,Paediatrics",Forearm series (pediatrics) 
Musculoskeletal,Forearm series (summary) 
Musculoskeletal,Forefoot 
"Chest,Gastrointestinal",Foregut duplication cyst 
Misc,Foreign body 
Musculoskeletal,Foreign body granuloma 
Paediatrics,Foreign body ingestion series (pediatric) 
Paediatrics,Foreign body inhalation series (pediatric) 
"Musculoskeletal,Gastrointestinal",Foreign modelling agent reactions 
Obstetrics,Forked umbilical cord 
Misc,Forme fruste 
CNS,Fornix (brain) 
"CNS,Gynaecology,Urogenital",Fornix (disambiguation) 
CNS,Fornix (eye) 
Gynaecology,Fornix (vagina) 
Misc,Fossa navicularis magna 
Urogenital,Fossa navicularis (urethra) 
Gastrointestinal,Fossa of Landzert 
HN,Fossa of Rosenmüller 
Gastrointestinal,Fossa of Waldeyer 
"Cardiac,Paediatrics",Fossa ovale 
HN,Fossula post fenestram 
CNS,Foster Kennedy syndrome 
Musculoskeletal,Fothergill sign 
"Urogenital,Paediatrics",Fountain sign (acute idiopathic scrotal edema) 
"Obstetrics,Cardiac",Four chamber cardiac view (fetal) 
Musculoskeletal,Four-corner fusion (wrist) 
Misc,Fourier transform 
Misc,Fourier transformation 
Urogenital,Fournier gangrene 
HN,Fourth branchial cleft cyst 
CNS,Fourth ventricle 
"CNS,Paediatrics",Fourth ventriculocoele 
Musculoskeletal,Fovea alta 
HN,Fovea ethmoidalis 
Musculoskeletal,Fowler-Philip angle 
"CNS,Paediatrics,Obstetrics",Fowler syndrome 
"Paediatrics,Vascular",F P Weber syndrome 
Cardiac,Fractional flow reserve 
Misc,Fractionation (radiation therapy) 
Musculoskeletal,Fracture 
"Musculoskeletal,CNS,Forensic,Trauma",Fracture-a-la-signature (skull fracture) 
Musculoskeletal,Fracture angulation 
"Trauma,Musculoskeletal",Fracture article structure 
"Musculoskeletal,Trauma",Fracture complications (summary) 
"Musculoskeletal,Trauma",Fracture description (summary approach) 
"Musculoskeletal,Trauma",Fracture-dislocations of the radius and ulna 
"Musculoskeletal,Trauma",Fracture displacement (summary) 
Musculoskeletal,Fracture healing 
"Musculoskeletal,Trauma",Fracture location (summary) 
Musculoskeletal,Fracture malunion 
Musculoskeletal,Fracture non-union 
Musculoskeletal,Fracture rotation 
Musculoskeletal,Fractures of the extremities (general rules and nomenclature) 
"Musculoskeletal,Trauma",Fractures of the proximal fifth metatarsal 
"Musculoskeletal,Trauma",Fractures of the thumb 
"Paediatrics,Trauma,Musculoskeletal",Fracture translation 
"Musculoskeletal,CNS",Fracture types (summary) 
CNS,Fragile X-associated tremor/ataxia syndrome 
"Paediatrics,CNS",Fragile X syndrome 
Musculoskeletal,Fragility fracture 
Musculoskeletal,Fragment-in-notch sign (knee) 
Urogenital,Fraley syndrome 
"Obstetrics,Paediatrics",Fraser syndrome 
Misc,FRCR examination 
"CNS,Vascular",Free-floating thrombus of the internal carotid artery 
Misc,Free induction decay 
Gastrointestinal,Free intraperitoneal fluid (summary) 
Obstetrics,Freeman Sheldon syndrome 
Breast,Free silicone breast injections 
Urogenital,Free/total PSA ratio 
"Paediatrics,Musculoskeletal",Freiberg disease 
"Vascular,Interventional",French gauge 
"Urogenital,HN,Gynaecology",Frenulum (disambiguation) 
"Hepatobiliary,Gastrointestinal",Frey procedure 
HN,Frey syndrome 
Musculoskeletal,Friction syndrome 
"CNS,Spine",Friedreich ataxia 
Musculoskeletal,Friedrich disease 
Gastrointestinal,Frimann-Dahl sign 
Misc,Fringe field (MRI) 
"HN,Musculoskeletal",Frontal bone 
"HN,Obstetrics,Paediatrics,Gynaecology,Musculoskeletal",Frontal bossing 
HN,Frontal bullar cells 
HN,Frontal cells 
CNS,Frontal horn width to intercaudate distance ratio 
HN,Frontal infundibulum 
HN,Frontal intersinus septal cells 
CNS,Frontal lobe 
HN,Frontal mucocele 
HN,Frontal nerve 
Breast,Frontal oblique approach mammography 
HN,Frontal ostium 
CNS,Frontal pole 
HN,Frontal recess 
HN,Frontal recess cells 
HN,Frontal sinus 
"HN,Trauma",Frontal sinus fracture 
CNS,Frontal sinus outflow tract 
"CNS,HN",Frontoethmoidal encephalocele 
HN,Frontoethmoidal mucocele 
HN,Frontoethmoidal suture 
"HN,CNS",Frontolacrimal suture 
HN,Frontomaxillary suture 
"Obstetrics,HN,Gynaecology,CNS,Paediatrics",Frontonasal dysplasia 
"HN,Musculoskeletal",Frontonasal suture 
"CNS,Vascular",Frontopolar artery 
CNS,Frontopolar cortex 
CNS,Frontotemporal dementia 
CNS,Frontotemporal lobar degeneration 
HN,Frontozygomatic suture 
Gastrointestinal,Frostberg inverted 3 sign 
Musculoskeletal,Frostbite 
"Urogenital,Gynaecology,Gastrointestinal",Frozen pelvis 
Misc,Fruit-inspired signs 
"Trauma,Musculoskeletal,Paediatrics",Frykman classification of distal radial fractures 
"Obstetrics,Gynaecology",Fryns syndrome 
"Gastrointestinal,Paediatrics,Musculoskeletal,CNS",Fucosidosis 
"Musculoskeletal,Paediatrics",Fuhrmann syndrome 
"Gastrointestinal,Oncology",Fukuoka consensus guidelines 
"CNS,Musculoskeletal,Paediatrics",Fukuyama congenital muscular dystrophy 
Musculoskeletal,Fulkerson osteotomy 
CNS,Full outline of unresponsiveness score 
Musculoskeletal,Full-thickness rotator cuff tear 
Misc,Fully connected neural network 
HN,Functional endoscopic sinus surgery 
HN,Functional endoscopic sinus surgery preoperative variants (mnemonic) 
Gastrointestinal,Functional gastrointestinal disorders 
CNS,Functional MRI 
Misc,Functional near-infrared spectroscopy 
"Spine,CNS",Functional neuroanatomy 
Gynaecology,Functional ovarian cyst 
Musculoskeletal,Functional rehabilitation 
Gastrointestinal,Fundic gland polyp 
Gastrointestinal,Fundoplication 
Misc,Fundus (disambiguation) 
Urogenital,Fungal ball of the urinary tract 
Musculoskeletal,Fungal osteomyelitis 
HN,Fungal sinusitis 
"Obstetrics,Gynaecology",Funneling of the internal cervical os 
Chest,Funnel trachea 
CNS,Fusiform gyrus 
"CNS,Vascular",Fusiform intracranial aneurysm 
Misc,Gadobenate dimeglumine 
Misc,Gadobutrol 
Misc,Gadodiamide 
Vascular,Gadofosveset trisodium 
Misc,Gadolinium 
Misc,Gadolinium contrast agents 
Misc,Gadopentetate dimeglumine 
Misc,Gadoterate meglumine 
Misc,Gadoteridol 
Misc,Gadoversetamide 
Hepatobiliary,Gadoxetate disodium 
"Musculoskeletal,Paediatrics",Gage sign 
Breast,Galactocele 
CNS,Galassi classification of middle cranial fossa arachnoid cysts 
Chest,Galaxy sign (lungs) 
"Musculoskeletal,HN",Galea aponeurotica 
"Musculoskeletal,Trauma",Galeazzi and Monteggia fracture-dislocations (mnemonic) 
"Musculoskeletal,Trauma,Paediatrics",Galeazzi fracture-dislocation 
Hepatobiliary,Gallbladder 
Hepatobiliary,Gallbladder adenoma 
"Gastrointestinal,Hepatobiliary",Gallbladder agenesis 
"Oncology,Hepatobiliary",Gallbladder cancer (staging) 
"Hepatobiliary,Oncology",Gallbladder carcinoma 
Hepatobiliary,Gallbladder cholecystosis 
Haematology,Gallbladder cholesterol polyps 
Hepatobiliary,Gallbladder duplication 
Hepatobiliary,Gallbladder dysfunction 
Hepatobiliary,Gallbladder empyema 
"Hepatobiliary,Paediatrics",Gallbladder ghost triad 
Hepatobiliary,Gallbladder hydrops 
Hepatobiliary,Gallbladder inflammatory polyps 
"Hepatobiliary,Oncology",Gallbladder malignancy 
"Oncology,Hepatobiliary",Gallbladder metastases 
Hepatobiliary,Gallbladder perforation 
Hepatobiliary,Gallbladder polyp 
Hepatobiliary,Gallbladder sludge 
"Gastrointestinal,Hepatobiliary",Gallbladder triplication 
Hepatobiliary,Gallbladder volvulus 
Hepatobiliary,Gallbladder wall cholesterolosis 
Hepatobiliary,Gallbladder wall thickening 
Misc,Gallium-67 scintigraphy 
Oncology,Gallium-68 DOTATATE 
"CNS,Paediatrics",Galloway-Mowat syndrome 
Hepatobiliary,Gallstone disease (summary) 
"Gastrointestinal,Hepatobiliary",Gallstone ileus 
"Gastrointestinal,Hepatobiliary",Gallstone pancreatitis 
Hepatobiliary,Gallstones 
"Musculoskeletal,Trauma",Gamekeeper's thumb 
CNS,Gamma-aminobutyric acid (GABA) peak 
Misc,Gamma camera 
Misc,Gamma decay 
"CNS,Oncology",Gamma Knife 
"Trauma,Musculoskeletal",Gamma nail 
Misc,Gamut 
CNS,Gangliocytoma 
"Paediatrics,Oncology,CNS",Ganglioglioma 
Musculoskeletal,Ganglion cyst 
Misc,Ganglion cysts of the hand and wrist 
"CNS,Spine",Ganglioneuroblastoma 
CNS,Ganglioneurocytoma 
"CNS,Chest,Paediatrics,Spine,Urogenital",Ganglioneuroma 
Hepatobiliary,Gangrenous cholecystitis 
Musculoskeletal,Gantzer muscle 
Musculoskeletal,Garden classification of hip fractures 
"HN,Paediatrics,Musculoskeletal",Gardner fibroma 
"Gastrointestinal,Musculoskeletal",Gardner syndrome 
Chest,Garland triad 
HN,Garrington sign (teeth) 
"Trauma,Musculoskeletal",Gartland classification of supracondylar humeral fractures 
"Gynaecology,Obstetrics",Gartner duct cyst 
Urogenital,Gas in the urinary bladder 
Gastrointestinal,Gasless abdomen 
CNS,Gasperini syndrome 
"Gastrointestinal,Oncology",Gastric adenocarcinoma 
Gastrointestinal,Gastric antral vascular ectasia 
Gastrointestinal,Gastric antral web 
Gastrointestinal,Gastric band 
Gastrointestinal,Gastric band malposition 
Gastrointestinal,Gastric band slippage 
Gastrointestinal,Gastric band erosion 
Gastrointestinal,Gastric bubble 
"Gastrointestinal,Oncology",Gastric cancer (summary) 
Gastrointestinal,Gastric cancer (TNM staging) 
Gastrointestinal,Gastric diverticulum 
"Gastrointestinal,Paediatrics",Gastric duplication cyst 
Gastrointestinal,Gastric emphysema 
Gastrointestinal,Gastric leiomyoma 
Gastrointestinal,Gastric lipoma 
Gastrointestinal,Gastric lymph node stations 
"Gastrointestinal,Oncology",Gastric lymphoma 
"Oncology,Gastrointestinal",Gastric metastases 
Gastrointestinal,Gastric outlet obstruction 
Misc,Gastric pacemaker 
Gastrointestinal,Gastric polyps 
Gastrointestinal,Gastric ulcer evaluation (barium) 
"Hepatobiliary,Gastrointestinal,Vascular",Gastric varix 
"Paediatrics,Gastrointestinal",Gastric volvulus 
Gastrointestinal,Gastric wall fatty infiltration 
"Gastrointestinal,Hepatobiliary",Gastrinoma 
Gastrointestinal,Gastrinoma triangle 
Gastrointestinal,Gastritis 
Musculoskeletal,Gastrocnemius muscle 
"Hepatobiliary,Gastrointestinal,Vascular",Gastroduodenal artery 
Gastrointestinal,Gastrointestinal amyloidosis 
Gastrointestinal,Gastrointestinal angiodysplasia 
Gastrointestinal,Gastrointestinal bleeding 
Gastrointestinal,Gastrointestinal cytomegalovirus infection 
Gastrointestinal,Gastrointestinal leiomyoma 
Gastrointestinal,Gastrointestinal MRI contrast agents 
Gastrointestinal,Gastrointestinal neuroendocrine tumors 
Gastrointestinal,Gastrointestinal nodular lymphoid hyperplasia 
Gastrointestinal,Gastrointestinal schwannoma 
"Oncology,Gastrointestinal",Gastrointestinal stromal tumor 
Gastrointestinal,Gastrointestinal tract 
Gastrointestinal,Gastrointestinal tract lipomas 
Gastrointestinal,Gastro-esophageal junction 
"Gastrointestinal,Paediatrics",Gastro-esophageal reflux disease 
Gastrointestinal,Gastro-esophageal reflux disease (summary) 
Misc,Gastroparesis 
"Cardiac,Chest,Gastrointestinal",Gastropericardial fistula 
"Gastrointestinal,Chest",Gastropleural fistula 
Gastrointestinal,Gastroptosis 
"Obstetrics,Paediatrics,Gastrointestinal",Gastroschisis 
Gastrointestinal,Gastrosplenic ligament 
Chest,GATA2 deficiency 
"Gastrointestinal,Haematology,Musculoskeletal,Paediatrics",Gaucher disease 
Misc,Gauss (unit) 
"HN,Vascular,CNS",GCA (disambiguation) 
Misc,Gd-DTPA labeled albumin 
Misc,Gd-DTPA labeled dextran 
"Musculoskeletal,Spine,Trauma",Gehweiler classification of atlas fractures 
Breast,Gel bleed in breast implants 
CNS,Gemistocytic astrocytoma 
"Musculoskeletal,Spine,Trauma",Genant classification of vertebral fractures 
Misc,Gene and protein notation 
HN,Gene expression classifier 
Misc,General anatomy 
Misc,Generalisability 
Gastrointestinal,Generalized colitis (mnemonic) 
Musculoskeletal,Generalized increased bone density in adults 
"Musculoskeletal,Paediatrics",Generalized increased bone density in children 
Hepatobiliary,Generalized increase in hepatic echogenicity 
Vascular,Generalized lymphatic anomaly 
"Musculoskeletal,Oncology",Generalized osteopenia 
Musculoskeletal,Generalized periosteal reaction 
Hepatobiliary,Generalized reduced hepatic echogenicity 
Misc,General overview of Radiopaedia.org 
Misc,General radiography 
Misc,General radiography article structure 
Misc,General radiography curriculum 
Gastrointestinal,General topography of the abdomen 
Misc,Generative adversarial network 
"Oncology,Musculoskeletal",Genetic tumor syndromes of soft tissue and bone 
Chest,Geneva score 
CNS,Geniculate ganglion 
"HN,Musculoskeletal",Genioglossus muscle 
"HN,Musculoskeletal",Geniohyoid muscle 
HN,Genioplasty 
Musculoskeletal,Genitofemoral nerve 
Urogenital,Genitourinary tuberculosis 
Musculoskeletal,Genu recurvatum 
Musculoskeletal,Genu valgum 
Musculoskeletal,Genu varum 
Musculoskeletal,Geode 
"Hepatobiliary,Musculoskeletal",Geographic appearance 
